CustomerID,Name,Age,Email,Signup_Date,Purchase_Amount,City,Phone
334,Customer_334,,user334@mail.com,2023-11-30,2698.58,Trichy,
335,Customer_335,50.0,user335@mail.com,01/02/2023,,Coimbatore,9822468461
336,Customer_336,21.0,user336@mail.com,2023-12-02,1820.12,Trichy,9712359117
337,Customer_337,50.0,user337@mail.com,2023-12-03,3164.27,Madurai,9613207113
338,Customer_338,31.0,user338@mail,2023-12-04,1815.13,Chennai,9140133569
339,Customer_339,38.0,user339@mail.com,2023-12-05,2557.25,Trichy,9101912584
340,Customer_340,65.0,user340@mail.com,2023-12-06,2117.87,COIMBATORE,9657425666
341,Customer_341,37.0,user341@mail.com,2023-12-07,2883.18,Chennai,9281950548
342,Customer_342,25.0,user342@mail.com,2023-12-08,2766.93,Coimbatore,9586764313
343,Customer_343,24.0,user343@mail.com,2023-12-09,3330.03,COIMBATORE,9965343815
344,Customer_344,20.0,user344@mail.com,2023-12-10,25103.879999999997,Chennai,9181955631
345,Customer_345,34.0,user345@mail.com,2023-12-11,2284.1,COIMBATORE,9517330625
346,Customer_346,50.0,user346@mail.com,2023-12-12,1716.99,Coimbatore,9805390491
347,Customer_347,65.0,user347@mail.com,2023-12-13,2144.57,Madurai,9210131828
348,Customer_348,29.0,user348@mail.com,2023-12-14,2801.84,Coimbatore,9373874140
349,Customer_349,68.0,user349@mail.com,2023-12-15,3105.59,Coimbatore,9491906457
350,Customer_350,39.0,user350@mail.com,2023-12-16,1762.27,COIMBATORE,9567800728
351,Customer_351,39.0,user351@mail,2023-12-17,3195.68,chennai,9659185931
352,Customer_352,63.0,user352@mail.com,2023-12-18,43014.12,Trichy,9739915140
353,Customer_353,47.0,user353@mail.com,2023-12-19,2830.75,Trichy,9739188961
354,Customer_354,55.0,user354@mail.com,2023-12-20,4001.44,Madurai,9214348335
355,Customer_355,55.0,user355@mail.com,2023-12-21,1880.97,Madurai,9444337700
356,Customer_356,62.0,user356@mail.com,2023-12-22,1504.28,Trichy,9244321835
357,Customer_357,68.0,user357@mail.com,2023-12-23,1077.02,chennai,9563448846
358,Customer_358,25.0,user358@mail.com,2023-12-24,3696.84,Trichy,9720044330
359,Customer_359,44.0,user359@mail.com,2023-12-25,3023.49,chennai,9163923119
360,Customer_360,44.0,user360@mail.com,2023-12-26,2455.53,Madurai,9312232534
361,Customer_361,51.0,user361@mail.com,2023-12-27,2723.97,Chennai,9370521669
362,Customer_362,38.0,user362@mail.com,2023-12-28,1599.61,COIMBATORE,9982717562
363,Customer_363,,user363@mail.com,2023-12-29,4456.6,Madurai,9191199914
364,Customer_364,50.0,user364@mail,2023-12-30,2603.38,Madurai,9178308332
365,Customer_365,45.0,user365@mail.com,2023-12-31,2587.52,Coimbatore,9410927380
366,Customer_366,64.0,user366@mail.com,2024-01-01,3080.61,Coimbatore,9940860054
367,Customer_367,50.0,user367@mail.com,2024-01-02,2884.81,Coimbatore,9876796778
368,Customer_368,22.0,user368@mail.com,2024-01-03,2679.11,COIMBATORE,9132482294
369,Customer_369,65.0,user369@mail.com,2024-01-04,,Coimbatore,9730133071
370,Customer_370,36.0,user370@mail.com,2024-01-05,2877.17,chennai,9733399086
371,Customer_371,21.0,user371@mail.com,2024-01-06,4005.62,Trichy,9406146420
372,Customer_372,52.0,user372@mail.com,2024-01-07,3576.34,Chennai,9735786363
373,Customer_373,66.0,user373@mail.com,2024-01-08,3774.55,Madurai,9979008142
374,Customer_374,34.0,user374@mail.com,2024-01-09,2091.03,chennai,9764401699
375,Customer_375,61.0,user375@mail.com,2024-01-10,1708.32,Chennai,9860357578
376,Customer_376,45.0,user376@mail.com,2024-01-11,2399.37,chennai,9658665778
377,Customer_377,47.0,user377@mail,2024-01-12,2544.58,chennai,9358846478
378,Customer_378,46.0,user378@mail.com,2024-01-13,3375.35,Madurai,9946770499
379,Customer_379,63.0,user379@mail.com,2024-01-14,1146.03,Trichy,9892146708
380,Customer_380,23.0,user380@mail.com,2024-01-15,3723.64,Coimbatore,9536466133
381,Customer_381,52.0,user381@mail.com,2024-01-16,28483.08,COIMBATORE,9935621650
382,Customer_382,58.0,user382@mail.com,2024-01-17,2158.5,Trichy,9535599137
383,Customer_383,54.0,user383@mail.com,2024-01-18,1690.32,COIMBATORE,
384,Customer_384,41.0,user384@mail.com,2024-01-19,1176.11,Madurai,9604021955
385,Customer_385,46.0,user385@mail.com,2024-01-20,3158.54,Madurai,9129105135
386,Customer_386,66.0,user386@mail.com,2024-01-21,2558.65,Madurai,9199148148
387,Customer_387,63.0,user387@mail.com,2024-01-22,1468.03,Chennai,9249777971
388,Customer_388,48.0,user388@mail.com,2024-01-23,1463.94,COIMBATORE,
389,Customer_389,52.0,user389@mail.com,2024-01-24,2231.37,Trichy,9346058522
390,Customer_390,50.0,user390@mail,2024-01-25,3835.22,Trichy,9871401372
391,Customer_391,69.0,user391@mail.com,2024-01-26,2292.33,chennai,9327744494
392,Customer_392,38.0,user392@mail.com,2024-01-27,1297.49,chennai,9238556571
393,Customer_393,49.0,user393@mail.com,2024-01-28,2303.41,chennai,9268196386
394,Customer_394,40.0,user394@mail.com,2024-01-29,2281.82,Madurai,9447600519
395,Customer_395,50.0,user395@mail.com,2024-01-30,342.49,Trichy,9363314575
396,Customer_396,20.0,user396@mail.com,2024-01-31,2456.56,COIMBATORE,9484942185
397,Customer_397,35.0,user397@mail.com,2024-02-01,2315.25,Madurai,9573879971
398,Customer_398,42.0,user398@mail.com,2024-02-02,3056.97,Chennai,9743837953
399,Customer_399,59.0,user399@mail.com,2024-02-03,3979.16,chennai,9197169328
400,Customer_400,48.0,user400@mail.com,2024-02-04,3401.25,Madurai,9802438019
401,Customer_401,20.0,user401@mail.com,2024-02-05,2284.89,Madurai,9414280025
402,Customer_402,,user402@mail.com,2024-02-06,1614.78,Chennai,9623496792
403,Customer_403,63.0,user403@mail,2024-02-07,4558.69,Coimbatore,
404,Customer_404,41.0,user404@mail.com,2024-02-08,2547.37,Trichy,9878030538
405,Customer_405,67.0,user405@mail.com,2024-02-09,2511.14,COIMBATORE,
406,Customer_406,49.0,user406@mail.com,2024-02-10,2480.7,Coimbatore,9877895262
407,Customer_407,64.0,user407@mail.com,2024-02-11,,chennai,9569937259
408,Customer_408,39.0,user408@mail.com,2024-02-12,2384.51,Madurai,9879271753
409,Customer_409,40.0,user409@mail.com,2024-02-13,2041.07,Chennai,9313808166
410,Customer_410,19.0,user410@mail.com,2024-02-14,2062.51,Chennai,
411,Customer_411,44.0,user411@mail.com,2024-02-15,,Trichy,9892787102
412,Customer_412,59.0,user412@mail.com,2024-02-16,2065.26,Coimbatore,9997846854
413,Customer_413,19.0,user413@mail.com,2024-02-17,1929.72,Trichy,9294468798
414,Customer_414,43.0,user414@mail.com,2024-02-18,2585.14,Madurai,9559032887
415,Customer_415,34.0,user415@mail.com,2024-02-19,2296.02,Trichy,9286432752
416,Customer_416,57.0,user416@mail,2024-02-20,,COIMBATORE,9389103785
417,Customer_417,50.0,user417@mail.com,2024-02-21,,Chennai,9895550140
418,Customer_418,26.0,user418@mail.com,2024-02-22,3373.21,Chennai,9128186921
419,Customer_419,60.0,user419@mail.com,2024-02-23,3496.87,chennai,9820491447
420,Customer_420,65.0,user420@mail.com,2024-02-24,,chennai,9849589587
421,Customer_421,56.0,user421@mail.com,2024-02-25,2225.85,Madurai,9473829493
422,Customer_422,,user422@mail.com,2024-02-26,2202.85,COIMBATORE,9340486150
423,Customer_423,59.0,user423@mail.com,2024-02-27,1373.99,Coimbatore,9382388277
424,Customer_424,43.0,user424@mail.com,2024-02-28,1877.75,Trichy,9315721344
425,Customer_425,52.0,user425@mail.com,2024-02-29,1611.54,Madurai,9630470059
426,Customer_426,67.0,user426@mail.com,2024-03-01,3901.82,chennai,9286455415
427,Customer_427,42.0,user427@mail.com,2024-03-02,3248.54,Trichy,9213813164
428,Customer_428,41.0,user428@mail.com,2024-03-03,3517.24,chennai,
429,Customer_429,30.0,user429@mail,2024-03-04,3077.34,Trichy,9582343470
430,Customer_430,24.0,user430@mail.com,2024-03-05,1596.76,Coimbatore,9965020794
431,Customer_431,53.0,user431@mail.com,2024-03-06,2080.38,Madurai,9111098252
432,Customer_432,62.0,user432@mail.com,2024-03-07,2891.5,Trichy,9536419446
433,Customer_433,37.0,user433@mail.com,2024-03-08,1522.3,COIMBATORE,9692641941
434,Customer_434,18.0,user434@mail.com,2024-03-09,3070.4,Chennai,9397163893
435,Customer_435,25.0,user435@mail.com,2024-03-10,2307.74,COIMBATORE,9165176852
436,Customer_436,63.0,user436@mail.com,2024-03-11,,COIMBATORE,9676412373
437,Customer_437,33.0,user437@mail.com,2024-03-12,3068.77,Chennai,9501745115
438,Customer_438,31.0,user438@mail.com,2024-03-13,2855.41,COIMBATORE,9287878425
439,Customer_439,29.0,user439@mail.com,2024-03-14,2211.23,Trichy,9729667598
440,Customer_440,68.0,user440@mail.com,2024-03-15,3427.46,Trichy,9576659721
441,Customer_441,40.0,user441@mail.com,2024-03-16,1635.15,Trichy,9850646231
442,Customer_442,32.0,user442@mail,2024-03-17,2992.75,Chennai,9791612025
443,Customer_443,45.0,user443@mail.com,2024-03-18,2974.48,COIMBATORE,9575764344
444,Customer_444,51.0,user444@mail.com,2024-03-19,2252.36,Chennai,9485951356
445,Customer_445,19.0,user445@mail.com,2024-03-20,2760.91,Trichy,9769547177
446,Customer_446,,user446@mail.com,2024-03-21,1499.11,COIMBATORE,9744344391
447,Customer_447,40.0,user447@mail.com,2024-03-22,3239.22,COIMBATORE,9185661847
448,Customer_448,39.0,user448@mail.com,2024-03-23,2352.08,chennai,9544191439
449,Customer_449,68.0,user449@mail.com,2024-03-24,2081.82,chennai,9343254320
450,Customer_450,42.0,user450@mail.com,2024-03-25,3339.21,Coimbatore,9124245082
451,Customer_451,39.0,user451@mail.com,2024-03-26,1936.53,Madurai,9231106084
452,Customer_452,39.0,user452@mail.com,2024-03-27,1373.23,chennai,9323598147
453,Customer_453,66.0,user453@mail.com,2024-03-28,1254.7,Chennai,9206541105
454,Customer_454,69.0,user454@mail.com,2024-03-29,2984.81,chennai,9411876114
455,Customer_455,59.0,user455@mail,2024-03-30,1475.66,Coimbatore,9534540131
456,Customer_456,23.0,user456@mail.com,2024-03-31,3903.84,COIMBATORE,9846200123
457,Customer_457,32.0,user457@mail.com,2024-04-01,834.46,Coimbatore,9836263334
458,Customer_458,60.0,user458@mail.com,2024-04-02,3857.17,COIMBATORE,9819621321
459,Customer_459,54.0,user459@mail.com,2024-04-03,2668.81,COIMBATORE,9355679320
460,Customer_460,50.0,user460@mail.com,2024-04-04,2422.63,Madurai,9510321041
461,Customer_461,25.0,user461@mail.com,2024-04-05,2064.06,chennai,9171537554
462,Customer_462,61.0,user462@mail.com,2024-04-06,2819.31,Chennai,9631971747
463,Customer_463,61.0,user463@mail.com,2024-04-07,2469.89,Chennai,9742973641
464,Customer_464,22.0,user464@mail.com,2024-04-08,3382.64,Trichy,9966585568
465,Customer_465,56.0,user465@mail.com,2024-04-09,2591.38,COIMBATORE,9847087286
466,Customer_466,21.0,user466@mail.com,2024-04-10,2620.24,Chennai,9471980529
467,Customer_467,23.0,user467@mail.com,2024-04-11,2209.11,Madurai,9757060420
468,Customer_468,62.0,user468@mail,2024-04-12,2454.44,COIMBATORE,9821615534
469,Customer_469,49.0,user469@mail.com,2024-04-13,2746.24,Madurai,9612216171
470,Customer_470,69.0,user470@mail.com,2024-04-14,1131.87,Chennai,9584459745
471,Customer_471,47.0,user471@mail.com,2024-04-15,1421.45,Chennai,9251861908
472,Customer_472,64.0,user472@mail.com,2024-04-16,3094.61,Trichy,9511090896
473,Customer_473,52.0,user473@mail.com,2024-04-17,2636.69,Chennai,9866419605
474,Customer_474,57.0,user474@mail.com,2024-04-18,2352.81,COIMBATORE,9201526959
475,Customer_475,69.0,user475@mail.com,2024-04-19,2514.75,COIMBATORE,9367455268
476,Customer_476,33.0,user476@mail.com,2024-04-20,2778.07,COIMBATORE,9709762958
477,Customer_477,30.0,user477@mail.com,2024-04-21,2068.19,Trichy,9559965403
478,Customer_478,67.0,user478@mail.com,2024-04-22,,Trichy,9985562822
479,Customer_479,59.0,user479@mail.com,2024-04-23,,Chennai,9300563871
480,Customer_480,47.0,user480@mail.com,2024-04-24,1717.3,Coimbatore,9692537098
481,Customer_481,36.0,user481@mail,2024-04-25,2826.6,Coimbatore,
482,Customer_482,34.0,user482@mail.com,2024-04-26,1137.93,Trichy,
483,Customer_483,36.0,user483@mail.com,2024-04-27,3323.32,Chennai,9667002188
484,Customer_484,45.0,user484@mail.com,2024-04-28,2878.08,Coimbatore,9505772796
485,Customer_485,43.0,user485@mail.com,2024-04-29,2704.82,Chennai,
486,Customer_486,54.0,user486@mail.com,2024-04-30,3286.15,Chennai,9708916376
487,Customer_487,43.0,user487@mail.com,2024-05-01,3832.38,Chennai,
488,Customer_488,40.0,user488@mail.com,2024-05-02,3311.5,chennai,9686004258
489,Customer_489,26.0,user489@mail.com,2024-05-03,1027.3,COIMBATORE,9516813318
490,Customer_490,29.0,user490@mail.com,2024-05-04,1476.34,Chennai,9938139476
491,Customer_491,18.0,user491@mail.com,2024-05-05,2000.15,chennai,9855232401
492,Customer_492,18.0,user492@mail.com,2024-05-06,2520.87,Trichy,9762794050
493,Customer_493,64.0,user493@mail.com,2024-05-07,2914.13,Coimbatore,9927713065
494,Customer_494,,user494@mail,2024-05-08,1919.4,COIMBATORE,9865361525
495,Customer_495,49.0,user495@mail.com,2024-05-09,2649.41,Coimbatore,9940915580
496,Customer_496,65.0,user496@mail.com,2024-05-10,1895.69,COIMBATORE,9926506992
497,Customer_497,42.0,user497@mail.com,2024-05-11,2010.79,Coimbatore,9167951050
498,Customer_498,57.0,user498@mail.com,2024-05-12,1374.67,COIMBATORE,9491228695
499,Customer_499,62.0,user499@mail.com,2024-05-13,1761.41,Coimbatore,
500,Customer_500,18.0,user500@mail.com,2024-05-14,1418.65,Coimbatore,9395094573
305,Customer_305,36.0,user305@mail.com,2023-11-01,2109.92,COIMBATORE,9897074258
341,Customer_341,37.0,user341@mail.com,2023-12-07,2883.18,Chennai,9281950548
48,Customer_48,35.0,user48@mail.com,2023-02-17,3003.7,chennai,9785239180
68,Customer_68,57.0,user68@mail.com,2023-03-09,2395.89,Chennai,9758252530
480,Customer_480,47.0,user480@mail.com,2024-04-24,1717.3,Coimbatore,9692537098
486,Customer_486,54.0,user486@mail.com,2024-04-30,3286.15,Chennai,9708916376
311,Customer_311,50.0,user311@mail.com,2023-11-07,3196.9,COIMBATORE,9291079221
32,Customer_32,44.0,user32@mail.com,2023-02-01,1509.75,chennai,9721982803
250,Customer_250,69.0,user250@mail.com,2023-09-07,4027.53,Madurai,9935861721
91,Customer_91,62.0,user91@mail,2023-04-01,2695.97,Madurai,9478207848
323,Customer_323,42.0,user323@mail.com,2023-11-19,3163.52,Coimbatore,9695102523
169,Customer_169,32.0,user169@mail,2023-06-18,4148.6,Coimbatore,9110856760
120,Customer_120,56.0,user120@mail.com,2023-04-30,2898.4,Madurai,
67,Customer_67,67.0,user67@mail.com,2023-03-08,2759.33,Coimbatore,9957028297
306,Customer_306,,user306@mail.com,2023-11-02,2153.95,chennai,9610674284
